"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @manda_writes: Everyone thinks this picture is cute. I took it, and I think it's tragic. #BaltimoreUprising http://t.co/u7s5h1x2n5 http:…",FALSE,0,NA,2015-05-05 18:02:41,FALSE,NA,"595649831986733058",NA,"<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","BellicoseGarvey",156,TRUE,FALSE,NA,NA
"Interesting juxtaposition. RT @FreedomForPS: Holy shit… #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/WwnWSNad4N",FALSE,0,"FreedomForPS",2015-05-05 18:02:37,FALSE,"595495216389324800","595649814248972289","1108486603","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for i<U+039F>S</a>","brendanLOKES",0,FALSE,FALSE,NA,NA
"@FOP3 this video was taken during the unrest. It speaks for itself. http://t.co/gznyED0TRH #FreddieGray #BaltimoreUprising",FALSE,0,"FOP3",2015-05-05 18:02:34,FALSE,"595539421140746241","595649805751328768","33147262","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MisterGilmore",0,FALSE,FALSE,NA,NA
"RT @manda_writes: Everyone thinks this picture is cute. I took it, and I think it's tragic. #BaltimoreUprising http://t.co/u7s5h1x2n5 http:…",FALSE,0,NA,2015-05-05 18:02:34,FALSE,NA,"595649805726154753",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lupstaplease",156,TRUE,FALSE,NA,NA
"RT @NewsRevo: Journalism is a Crime - Arrested for Documenting Curfew Enforcement - http://t.co/XvttywM7sv #Baltimore #BaltimoreUprising  #…",FALSE,0,NA,2015-05-05 18:02:25,FALSE,NA,"595649764005392385",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rimaanabtawi",9,TRUE,FALSE,NA,NA
"RT @manda_writes: Everyone thinks this picture is cute. I took it, and I think it's tragic. #BaltimoreUprising http://t.co/u7s5h1x2n5 http:…",FALSE,0,NA,2015-05-05 18:02:23,FALSE,NA,"595649759349764097",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","N7IRL",156,TRUE,FALSE,NA,NA
"RT @NewsRevo: Journalism is a Crime - Arrested for Documenting Curfew Enforcement - http://t.co/XvttywM7sv #Baltimore #BaltimoreUprising  #…",FALSE,0,NA,2015-05-05 18:02:19,FALSE,NA,"595649740836048898",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","WaywardStreamer",9,TRUE,FALSE,NA,NA
"RT @manda_writes: Everyone thinks this picture is cute. I took it, and I think it's tragic. #BaltimoreUprising http://t.co/u7s5h1x2n5 http:…",FALSE,0,NA,2015-05-05 18:02:16,FALSE,NA,"595649728802627585",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","bullhorngirl",156,TRUE,FALSE,NA,NA
"@amconmag 

Must have been infiltrating Tea Party members in blackface.

#RedNationRising #BalitimoreRiots #BaltimoreUprising",FALSE,0,"amconmag",2015-05-05 18:02:07,FALSE,"595626625242300416","595649692345769987","35511525","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","KenKonrad",0,FALSE,FALSE,NA,NA
"RT @manda_writes: Everyone thinks this picture is cute. I took it, and I think it's tragic. #BaltimoreUprising http://t.co/u7s5h1x2n5 http:…",FALSE,0,NA,2015-05-05 18:02:00,FALSE,NA,"595649662771712004",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CarriePotter_",156,TRUE,FALSE,NA,NA
"Ruthie Gilmore gets to the heart of the matter. http://t.co/Y14BlOZgMw #MustRead #BaltimoreUprising",FALSE,8,NA,2015-05-05 18:01:55,FALSE,NA,"595649641502343168",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RobinDGKelley",13,FALSE,FALSE,NA,NA
"RT @manda_writes: Everyone thinks this picture is cute. I took it, and I think it's tragic. #BaltimoreUprising http://t.co/u7s5h1x2n5 http:…",FALSE,0,NA,2015-05-05 18:01:30,FALSE,NA,"595649535646572545",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","curlyheadRED",156,TRUE,FALSE,NA,NA
"RT @FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/pPhzZcWNtB",FALSE,0,NA,2015-05-05 18:01:27,FALSE,NA,"595649522770026496",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","shannoneganz",611,TRUE,FALSE,NA,NA
"RT @La_Directa: Amb el HT #Blackspring #BaltimoreUprising o #Blacklivesmatter milers de manifestants es van congregar dies després a ciutat…",FALSE,0,NA,2015-05-05 18:01:25,FALSE,NA,"595649514335252480",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Malaka_Iberico",5,TRUE,FALSE,NA,NA
"In case you were wondering how funky strong is Baltimore's fight. #BaltimoreUprising  https://t.co/o5ER9hn7wZ",FALSE,0,NA,2015-05-05 18:01:23,FALSE,NA,"595649506114428928",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MuleSkinnerOkie",0,FALSE,FALSE,NA,NA
"RT @FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/pPhzZcWNtB",FALSE,0,NA,2015-05-05 18:01:16,FALSE,NA,"595649478184546306",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mythrandiir",611,TRUE,FALSE,NA,NA
"New single straight drop<ed><U+00A0><U+00BD><ed><U+00B8><U+00A4><ed><U+00A0><U+00BD><ed><U+00B2><U+00AF><ed><U+00A0><U+00BD><ed><U+00B2><U+00AA> go listen to my shit , https://t.co/8lKsEmRdNz ! #MindMadeUpRecords #SoundCloud  #BaltimoreUprising",FALSE,0,NA,2015-05-05 18:01:12,FALSE,NA,"595649459729649666",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MindMadeBoo",0,FALSE,FALSE,NA,NA
"RT @jamalhbryant: RT @ozchrisrock: The curfew didn't begin at 10pm, it began in 1619. #BaltimoreUprising",FALSE,0,NA,2015-05-05 18:01:06,FALSE,NA,"595649435947933696",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","soulful_chica",21,TRUE,FALSE,NA,NA
"Sandtown residents: Real work begins when the cameras leave  via @AJAM  http://t.co/GrZMmypoYi #BlackLivesMatter #BaltimoreUprising",FALSE,0,NA,2015-05-05 18:00:55,FALSE,NA,"595649387692449794",NA,"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>","realmelodic",0,FALSE,FALSE,NA,NA
"RT @dengarypoet: beneath Baltimore's blemish 
an old, angry tumor still grows-- 
denial can be deadly 
 
#BaltimoreUprising #BaltimoreRiots…",FALSE,0,NA,2015-05-05 18:00:50,FALSE,NA,"595649367241039873",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","NiluferYM",4,TRUE,FALSE,NA,NA
"RT @irisenchanted: White Silence Kills.
#BaltimoreUprising

p: @hannahjeffrey34
with @Kamm341 http://t.co/nCaUiefHec",FALSE,0,NA,2015-05-05 18:00:34,FALSE,NA,"595649300757139457",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SvahaIgnite",3,TRUE,FALSE,NA,NA
"Journalism is a Crime - Arrested for Documenting Curfew Enforcement - http://t.co/XvttywM7sv #Baltimore #BaltimoreUprising  #WPFD2015",FALSE,1,NA,2015-05-05 18:00:19,FALSE,NA,"595649237779615746",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","NewsRevo",9,FALSE,FALSE,NA,NA
"RT @BmoreBloc: Arriving at Penn Station to meet students from other schools #BaltimoreUprising http://t.co/OFspMr21oM",FALSE,0,NA,2015-05-05 18:00:16,FALSE,NA,"595649224462696448",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","UO_Marxists",79,TRUE,FALSE,NA,NA
"RT @FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/pPhzZcWNtB",FALSE,0,NA,2015-05-05 18:00:14,FALSE,NA,"595649217688920064",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vonThurnTaxis",611,TRUE,FALSE,NA,NA
"Sorry I have to work. #BaltimoreUprising  https://t.co/ESM6ojTjBD",FALSE,0,NA,2015-05-05 18:00:08,FALSE,NA,"595649193043197952",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Illuminatas",0,FALSE,FALSE,NA,NA
"RT @FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/pPhzZcWNtB",FALSE,0,NA,2015-05-05 18:00:05,FALSE,NA,"595649177813671938",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LOL_LISAA",611,TRUE,FALSE,NA,NA
"RT @ktanaka13: #BaltimoreUprising http://t.co/5BLvNwWXhh",FALSE,0,NA,2015-05-05 18:00:05,FALSE,NA,"595649177364881410",NA,"<a href=""http://www.springfresh.us/"" rel=""nofollow"">ExploringAPI</a>","SpringFreshXXX",14,TRUE,FALSE,NA,NA
"Republican Budget Could Mean $24 Million In Funding Cuts For Police Body Cameras http://t.co/IFAI5J2Dmi #FreddieGray #BaltimoreUprising",FALSE,0,NA,2015-05-05 17:59:51,FALSE,NA,"595649118812397569",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","josh_nelson",0,FALSE,FALSE,NA,NA
""" its easier for me to create a Myth about You.. If I dont Know You"" #BaltimoreUprising #brownbag",FALSE,0,NA,2015-05-05 17:59:40,FALSE,NA,"595649074390507520",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","CCIBoston",0,FALSE,FALSE,"0","0"
"RT @jacquelineetmar: 10 Things All White Folks Need to Consider about the #BaltimoreUprising #Ethics&amp;Values http://t.co/hxl9uJzdva",FALSE,0,NA,2015-05-05 17:59:39,FALSE,NA,"595649069407719425",NA,"<a href=""https://twitter.com/kathrynetcook"" rel=""nofollow"">kathrynetcook</a>","patricketbaker",10,TRUE,FALSE,NA,NA
"just talked 2 a black man who thinks the 6 officers in #BaltimorePolice are innocent nthat rioters r thugs #BaltimoreUprising #FreddieGray",FALSE,0,NA,2015-05-05 17:59:36,FALSE,NA,"595649055654617088",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FTP_2015",0,FALSE,FALSE,NA,NA
"#BaltimoreUprising is fighting racist police terrorism and racist economic terrorism all at once. #Justice4Freddie http://t.co/S0FeWLcoNd",FALSE,7,NA,2015-05-05 17:59:33,FALSE,NA,"595649043440738304",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","chicago_iso",7,FALSE,FALSE,NA,NA
"RT @samswey: That moment when white people are torn between trusting @FoxNews and Baltimore Police Department. #BaltimoreUprising",FALSE,0,NA,2015-05-05 17:59:29,FALSE,NA,"595649029180149763",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","eelxing",280,TRUE,FALSE,NA,NA
"RT @AudioviSol15M: Breaking: @GlobalRevLive account has been locked by @Twitter For Security Purposes
#BaltimoreUprising #censorship http:/…",FALSE,0,NA,2015-05-05 17:59:22,FALSE,NA,"595648996342894592",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","my2cnz",16,TRUE,FALSE,NA,NA
"RT @deray: Watch the @BaltimorePolice assault this peaceful protestor last night. He left on a stretcher. #BaltimoreUprising http://t.co/6b…",FALSE,0,NA,2015-05-05 17:59:15,FALSE,NA,"595648968664752129",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","murkythts",13888,TRUE,FALSE,NA,NA
"RT @truthout: Don't Call It a Curfew: Martial Law in the United States http://t.co/9Shkoggmd9 @Sheeyahshee #BaltimoreUprising",FALSE,0,NA,2015-05-05 17:59:04,FALSE,NA,"595648921520709632",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","SuzanneKoch5",19,TRUE,FALSE,NA,NA
"RT @irisenchanted: White Silence Kills.
#BaltimoreUprising

p: @hannahjeffrey34
with @Kamm341 http://t.co/nCaUiefHec",FALSE,0,NA,2015-05-05 17:58:46,FALSE,NA,"595648848695042050",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JerseyJennyDC",3,TRUE,FALSE,NA,NA
"RT @TheRoot: The #BaltimoreUprising is one incident in the bloody history of police brutality in #Baltimore http://t.co/lq0zQzvgYI http://t…",FALSE,0,NA,2015-05-05 17:58:34,FALSE,NA,"595648797474234368",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","EmperorIra",19,TRUE,FALSE,NA,NA
"Latest Upload!! #BaltimoreUprising: http://t.co/VELgTu8JGX",FALSE,0,NA,2015-05-05 17:58:30,FALSE,NA,"595648780407537665",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","OccupyDCLive",0,FALSE,FALSE,NA,NA
"Don't miss @TVOne's townhall on the #BaltimoreUprising tonight. If you're in Baltimore, found out how you can attend 
http://t.co/5tmkTcyA3q",FALSE,0,NA,2015-05-05 17:58:27,FALSE,NA,"595648766327271426",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","TheUrbanDaily",0,FALSE,FALSE,NA,NA
"RT @manda_writes: Everyone thinks this picture is cute. I took it, and I think it's tragic. #BaltimoreUprising http://t.co/u7s5h1x2n5 http:…",FALSE,0,NA,2015-05-05 17:58:23,FALSE,NA,"595648752528011266",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JoyBuh",156,TRUE,FALSE,NA,NA
"RT @shereeny: this confrontation with Geraldo Rivera lives up to the hype https://t.co/5HFL0mz1mg #BaltimoreUprising http://t.co/zJuHmrkaIH",FALSE,0,NA,2015-05-05 17:58:02,FALSE,NA,"595648662488915969",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SarkazmMusic",101,TRUE,FALSE,NA,NA
"RT @RealAlexJones: VIDEO: ""Racist"" Facts White People Daren't Talk About - https://t.co/G2DghwMBJF #BaltimoreUprising",FALSE,0,NA,2015-05-05 17:57:44,FALSE,NA,"595648587440193536",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","rbassett52",25,TRUE,FALSE,NA,NA
"White Silence Kills.
#BaltimoreUprising

p: @hannahjeffrey34
with @Kamm341 http://t.co/nCaUiefHec",FALSE,8,NA,2015-05-05 17:57:36,FALSE,NA,"595648555588653056",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","irisenchanted",3,FALSE,FALSE,NA,NA
"RT @bassem_masri: Takes smile for the camera to a different level... #BaltimoreUprising http://t.co/tKlyylp37e",FALSE,0,NA,2015-05-05 17:57:17,FALSE,NA,"595648474147909635",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","StahsayAli",43,TRUE,FALSE,NA,NA
"@CouncilmanETC yes, reckless rptg is bad, but  TV also telegraphed #BaltimoreUprising and inspired popular protest movements globally.",FALSE,0,"CouncilmanETC",2015-05-05 17:57:00,FALSE,"595635793856704514","595648403780022273","58468359","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","briangaither",0,FALSE,FALSE,NA,NA
"RT @thereaIbanksy: Watch the @BaltimorePolice assault this peaceful protestor last night. He left on a stretcher. #BaltimoreUprising http:/…",FALSE,0,NA,2015-05-05 17:56:58,FALSE,NA,"595648392371564545",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","StaySoba",2485,TRUE,FALSE,NA,NA
"Catch @rolandsmartin discuss post #BaltimoreUprising and #LawEnforcement tonight on #NewsOneNow at 9pm ET http://t.co/gD2RmcECT3",FALSE,0,NA,2015-05-05 17:56:55,FALSE,NA,"595648383462875136",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","FrontPageFirm",0,FALSE,FALSE,NA,NA
"RT @TheRealNews: @OSIBaltimore This Wednesday, The Fire THIS Time: A Town Hall Discussion with #Baltimore Youth. #BaltimoreUprising http://…",FALSE,0,NA,2015-05-05 17:56:35,FALSE,NA,"595648298729496576",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","OSIBaltimore",5,TRUE,FALSE,NA,NA
"RT @deray: Watch the @BaltimorePolice assault this peaceful protestor last night. He left on a stretcher. #BaltimoreUprising http://t.co/6b…",FALSE,0,NA,2015-05-05 17:56:16,FALSE,NA,"595648218198908929",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Pendulum185",13888,TRUE,FALSE,NA,NA
"RT @bigfreaknasty00: @FoxNews @CNN @infowars @RealAlexJones @Rambobiggs @selinasorrels @msnbc my 12yo son wrote this #BaltimoreUprising htt…",FALSE,0,NA,2015-05-05 17:55:57,FALSE,NA,"595648140008660994",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","4StraightCups",5,TRUE,FALSE,NA,NA
"BOMBSHELL In Baltimore: What The Obama Admin Did That May Have Lit The Fuse For The Riots http://t.co/VxeaNRsb5C #PJNET #BaltimoreUprising",FALSE,0,NA,2015-05-05 17:55:49,FALSE,NA,"595648104071884801",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","LaydiHD",0,FALSE,FALSE,NA,NA
"RT @deray: Watch the @BaltimorePolice assault this peaceful protestor last night. He left on a stretcher. #BaltimoreUprising http://t.co/6b…",FALSE,0,NA,2015-05-05 17:55:39,FALSE,NA,"595648064796364800",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rezurxn",13888,TRUE,FALSE,NA,NA
"RT @bigfreaknasty00: @FoxNews @CNN @infowars @RealAlexJones @Rambobiggs @selinasorrels @msnbc my 12yo son wrote this #BaltimoreUprising htt…",FALSE,0,NA,2015-05-05 17:55:36,FALSE,NA,"595648051676585985",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Jim_B60",5,TRUE,FALSE,NA,NA
"RT @righttoprotest: couple of hundred gathered now outside the US embassy in London for solidarity demo with #BaltimoreUprising http://t.co…",FALSE,0,NA,2015-05-05 17:55:27,FALSE,NA,"595648013818789889",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","revsoc21",48,TRUE,FALSE,NA,NA
"RT @righttoprotest: couple of hundred gathered now outside the US embassy in London for solidarity demo with #BaltimoreUprising http://t.co…",FALSE,0,NA,2015-05-05 17:55:23,FALSE,NA,"595647994181132291",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Doyle_liam",48,TRUE,FALSE,NA,NA
"RT @CCIBoston: "" What does it mean for white people if this movement must be lead by people of color?"" #BaltimoreUprising #brownbag",FALSE,0,NA,2015-05-05 17:55:19,FALSE,NA,"595647981023551489",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","susanjane19",4,TRUE,FALSE,NA,NA
"RT @FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/pPhzZcWNtB",FALSE,0,NA,2015-05-05 17:55:05,FALSE,NA,"595647922273964034",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Best_Chogath_NA",611,TRUE,FALSE,NA,NA
"While the Media Focused on ""Looting"" in Baltimore, They Missed the Real Theft  http://t.co/W7MWROhPcM #BaltimoreUprising",FALSE,0,NA,2015-05-05 17:54:58,FALSE,NA,"595647891185762304",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Gabeecho",0,FALSE,FALSE,NA,NA
"RT @HotNostrilsrFun: #BaltimoreUprising  it appears you have a violent criminal problem NOT a @BaltimorePolice problem.",FALSE,0,NA,2015-05-05 17:54:57,FALSE,NA,"595647886156767233",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Wonder_Buns",1,TRUE,FALSE,NA,NA
"RT @La_Directa: Amb el HT #Blackspring #BaltimoreUprising o #Blacklivesmatter milers de manifestants es van congregar dies després a ciutat…",FALSE,0,NA,2015-05-05 17:54:47,FALSE,NA,"595647845392392192",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NoMesXoris",5,TRUE,FALSE,NA,NA
"RT @GoodMenProject: 10 Things All White Folks Need to Consider about the #BaltimoreUprising - http://t.co/RJkE1kqIfr by @EvrydayFeminism",FALSE,0,NA,2015-05-05 17:54:33,FALSE,NA,"595647784193236992",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","EarlyMrngCoffee",5,TRUE,FALSE,NA,NA
"RT @deray: Watch the @BaltimorePolice assault this peaceful protestor last night. He left on a stretcher. #BaltimoreUprising http://t.co/6b…",FALSE,0,NA,2015-05-05 17:54:30,FALSE,NA,"595647774177263617",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_princecody_",13888,TRUE,FALSE,NA,NA
"RT @bigfreaknasty00: @FoxNews @CNN @infowars @RealAlexJones @Rambobiggs @selinasorrels @msnbc my 12yo son wrote this #BaltimoreUprising htt…",FALSE,0,NA,2015-05-05 17:54:17,FALSE,NA,"595647720007827456",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","bethreamer",5,TRUE,FALSE,NA,NA
"RT @La_Directa: Amb el HT #Blackspring #BaltimoreUprising o #Blacklivesmatter milers de manifestants es van congregar dies després a ciutat…",FALSE,0,NA,2015-05-05 17:54:07,FALSE,NA,"595647677427281921",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","manelrosalvador",5,TRUE,FALSE,NA,NA
"RT @deray: Watch the @BaltimorePolice assault this peaceful protestor last night. He left on a stretcher. #BaltimoreUprising http://t.co/6b…",FALSE,0,NA,2015-05-05 17:54:06,FALSE,NA,"595647674763862016",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Monet_Free",13888,TRUE,FALSE,NA,NA
"RT @HahnAmerica: Lets see how much MORE race baiting and hate mongering Obama's newest puppet (Loretta Lynch) can generate in #Baltimore. #…",FALSE,0,NA,2015-05-05 17:54:02,FALSE,NA,"595647657617526785",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HommerGSimpson",5,TRUE,FALSE,NA,NA
"Amb el HT #Blackspring #BaltimoreUprising o #Blacklivesmatter milers de manifestants es van congregar dies després a ciutats d'arreu d'EUA",FALSE,2,"La_Directa",2015-05-05 17:53:25,FALSE,"595640789247664129","595647501895602177","168195769","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","La_Directa",5,FALSE,FALSE,NA,NA
"RT @kidnoble: How about we set a curfew for these officers since they're running around like thugs. @MayorSRB #BaltimoreUprising",FALSE,0,NA,2015-05-05 17:53:11,FALSE,NA,"595647442990833664",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","camaleon271",39,TRUE,FALSE,NA,NA
"RT @deray: Watch the @BaltimorePolice assault this peaceful protestor last night. He left on a stretcher. #BaltimoreUprising http://t.co/6b…",FALSE,0,NA,2015-05-05 17:52:59,FALSE,NA,"595647390008418304",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bwbby",13888,TRUE,FALSE,NA,NA
"RT @TheFinalCall: New Edition! A Step Toward Justice http://t.co/mkdP5Js4op #BaltimoreUprising #MarilynMosby http://t.co/GpdIzrn7Jw",FALSE,0,NA,2015-05-05 17:52:56,FALSE,NA,"595647380445372419",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mmuhammad1923",64,TRUE,FALSE,NA,NA
"RT @StiltonJ: The classics never grow old... #BaltimoreUprising http://t.co/mKnLet8zbd",FALSE,0,NA,2015-05-05 17:52:52,FALSE,NA,"595647364267974656",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>","GoVols37872",4,TRUE,FALSE,NA,NA
"RT @mdnardone: Riots work. @ciccmaher on #Baltimore #BaltimoreUprising:

http://t.co/h9f0NqMRPo",FALSE,0,NA,2015-05-05 17:52:33,FALSE,NA,"595647284047675394",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","rachelthompson",9,TRUE,FALSE,NA,NA
"RT @deray: Watch the @BaltimorePolice assault this peaceful protestor last night. He left on a stretcher. #BaltimoreUprising http://t.co/6b…",FALSE,0,NA,2015-05-05 17:52:29,FALSE,NA,"595647264300867584",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","2Ratchett",13888,TRUE,FALSE,NA,NA
"RT @deray: Watch the @BaltimorePolice assault this peaceful protestor last night. He left on a stretcher. #BaltimoreUprising http://t.co/6b…",FALSE,0,NA,2015-05-05 17:52:21,FALSE,NA,"595647234110332929",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tyxdollas",13888,TRUE,FALSE,NA,NA
"RT @MaybachMusicGrp: TeamRT: icon @Wale visits Baltimore school following riots #BaltimoreRiots #BaltimoreUprising http://t.co/erapAcXHfO h…",FALSE,0,NA,2015-05-05 17:52:21,FALSE,NA,"595647232113795072",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BabybCarson",13,TRUE,FALSE,NA,NA
"RT @shereeny: this confrontation with Geraldo Rivera lives up to the hype https://t.co/5HFL0mz1mg #BaltimoreUprising http://t.co/zJuHmrkaIH",FALSE,0,NA,2015-05-05 17:52:07,FALSE,NA,"595647174354042880",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheFAPcast",101,TRUE,FALSE,NA,NA
"RT @paste_tv: .@shannonmhouston on The #BaltimoreUprising &amp; How TV Dramas Can Make Better ""Race"" Episodes: http://t.co/F9AHfms3dy http://t.…",FALSE,0,NA,2015-05-05 17:51:50,FALSE,NA,"595647101570265088",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","shannonmhouston",2,TRUE,FALSE,NA,NA
"RT @rousseau_ist: Friendly Advice:
Choose your new acquaintances on the streets of #Baltimore wisely 
#BaltimoreUprising 

...and be safe",FALSE,0,NA,2015-05-05 17:51:47,FALSE,NA,"595647090451156993",NA,"<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","flugennock",2,TRUE,FALSE,NA,NA
"RT @FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/pPhzZcWNtB",FALSE,0,NA,2015-05-05 17:51:47,FALSE,NA,"595647088857358338",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","alanabattle",611,TRUE,FALSE,NA,NA
