"","score","text"
"1621",0,"Please RT Spread #BaltimoreRiots #BaltimoreUprising #BlackLivesMatter"
"1622",0,"Spread #BaltimoreRiots #BaltimoreUprising #BlackLivesMatter Please RT #Baltimore"
"1623",0,"* ##BaltimoreRiots #BaltimoreUprising #BlackLivesMatter *"
"1624",0,"RT Spread #BaltimoreRiots #BaltimoreUprising #BlackLivesMatter RT"
"1625",0,"#BaltimoreRiots #BaltimoreUprising #FreddieGray #BlackLivesMatter http://t.co/DqovLNDG2O Please RT #Baltimore"
"1626",0,"#Baltimore #BaltimoreRiots #BaltimoreUprising #FreddieGray #BlackLivesMatter http://t.co/nxGPSusZJ5"
"1627",0,"#BaltimoreRiots #BaltimoreUprising #BlackLivesMatter Please RT"
"1628",0,"RT Spread #BaltimoreRiots #BaltimoreUprising #FreddieGray #BlackLivesMatter http://t.co/9z3uVRbB2X"
"1629",0,"#Baltimore Anti-Profiling: #BaltimoreRiots #BaltimoreUprising #BlackLivesMatter http://t.co/IlwgOXaPVX"
"1630",0,"Please RT #Baltimore #BaltimoreRiots #BaltimoreUprising #BlackLivesMatter"
"1631",0,"Please RT #Baltimore #FreddieGray #BaltimoreRiots #BaltimoreUprising #BlackLivesMatter"
"1632",0,"RT Spread #BaltimoreRiots #BaltimoreUprising #BlackLivesMatter http://t.co/ERunsyD29E RT"
"1633",0,"Please RT #Baltimore #BaltimoreRiots #BaltimoreUprising #BlackLivesMatter"
"1634",0,"RT @truthout: Don't Call It a Curfew: Martial Law in the United States http://t.co/9Shkoggmd9 @Sheeyahshee #BaltimoreUprising"
"1635",0,"#Beyonce #Rihanna #MetGala #BaltimoreUprising #nbaplayoffs http://t.co/5ky6gBMOYq #CincoDeMayo #bloggerswanted #blog http://t.co/2ZMnJLBgDs"
"1636",1,"#BaltimoreUprising this is his arrest records..so worth destroying Baltimore.. http://t.co/kHWo40bqLJ"
"1637",0,"RT @FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/pPhzZcWNtB"
"1638",0,"RT @ThePatriot143: Only in America #Baltimore #BaltimoreUprising #BaltimoreRiots #BlackOnBlackPolicies http://t.co/0cQO87SyaE"
"1639",0,"Important to know the ""long odds"" against ""Charging"" an officer for a death #BaltimoreUprising #CriticalRaceTheory http://t.co/anhluGRzPw"
"1640",-1,"RT @Trecanoe1: #BaltimoreUprising #BlackLivesMatter  Stop the killings, the beatings, the harassment NOW. https://t.co/fGp7e0EWdo"
"1641",-1,"RT @BekahMillington: Disgusting. #BaltimoreUprising http://t.co/827Zj2WWcw"
"1642",-1,"RT @Trecanoe1: #BaltimoreUprising #BlackLivesMatter  Stop the killings, the beatings, the harassment NOW. https://t.co/fGp7e0EWdo"
"1643",-1,"RT @RealAlexJones: VIDEO: ""Racist"" Facts White People Daren't Talk About - https://t.co/G2DghwMBJF #BaltimoreUprising"
"1644",0,"RT @GoodMenProject: 10 Things All White Folks Need to Consider about the #BaltimoreUprising - http://t.co/RJkE1kqIfr by @EvrydayFeminism"
"1645",1,"RT @BmoreDoc: 1 When the history of the #BaltimoreUprising is written, credit must be given to the brave people of Gilmor Homes who stood u…"
"1646",-1,"RT @RealAlexJones: VIDEO: ""Racist"" Facts White People Daren't Talk About - https://t.co/G2DghwMBJF #BaltimoreUprising"
"1647",0,"#BaltimoreUpRising #OneBaltimore #BlackUnity1rst #RiseAboveIgnorance #PowerToBuild  #BlackNation #NationOfI... https://t.co/tQEMDw3aGF"
"1648",0,"#Beyonce #Rihanna #MetGala #BaltimoreUprising #nbaplayoffs http://t.co/5ky6gBMOYq #CincoDeMayo #college http://t.co/4urzDaSHAg"
"1649",0,"Video: #BaltimoreUpRising #OneBaltimore #BlackUnity1rst #RiseAboveIgnorance #PowerToBuild #BlackNation... http://t.co/CSsH7E7vRf"
"1650",0,"#StructuralRacism and #Baltimore: Understanding the Roots of the Uprisings, on the CSI Blog  #BaltimoreUprising http://t.co/30OsOGmmps"
"1651",0,"RT @deray: Police literally beat black protestors last night requiring one to leave on a stretcher &amp; pleaded with white protestors. #Baltim…"
"1652",-1,"#BaltimoreUprising #BlackLivesMatter  Stop the killings, the beatings, the harassment NOW. https://t.co/fGp7e0EWdo"
"1653",0,"RT @deray: Watch the @BaltimorePolice assault this peaceful protestor last night. He left on a stretcher. #BaltimoreUprising http://t.co/6b…"
"1654",0,"#WordsThatDontGetUsedEnough 
#BaltimoreUprising 

@NevSchulman http://t.co/yp91KescHR"
"1655",0,"RT @VivaRoosevelt: Check out @kkirch92 of @AURoosevelt on @WKOK1070 earlier today on #BaltimoreUprising &amp; #BlackLivesMatter here: http://t.…"
"1656",-1,"RT @OccupyLA: What's up with revolutionaries worshiping Hollywood elites? They're the enemy.
 #MetGala #Rihanna #BaltimoreUprising http://t…"
"1657",0,"RT @TheFinalCall: New Edition! A Step Toward Justice http://t.co/mkdP5Js4op #BaltimoreUprising #MarilynMosby http://t.co/GpdIzrn7Jw"
"1658",0,"RT @FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/pPhzZcWNtB"
"1659",0,"RT @truthout: Don't Call It a Curfew: Martial Law in the United States http://t.co/9Shkoggmd9 @Sheeyahshee #BaltimoreUprising"
"1660",0,"RT @FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/pPhzZcWNtB"
"1661",0,"RT @ShomanWright: #BaltimoreUprising #Baltimore #BlackLivesMatter #AfricanAmericans #AfricanAmerica  https://t.co/2nXGWmKIb6"
"1662",0,"RT @FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/pPhzZcWNtB"
"1663",0,"RT @truthout: Don't Call It a Curfew: Martial Law in the United States http://t.co/9Shkoggmd9 @Sheeyahshee #BaltimoreUprising"
"1664",0,"RT @DanRodricks: From Bill Henry: #BaltimoreUprising  https://t.co/j4BV4l2fLJ"
"1665",1,"'Be More: A Love #Poem to the Children of #Baltimore' by @biafradenmark #BaltimoreUprising http://t.co/9lLLR8aXOZ"
"1666",0,"RT @ThePatriot143: Only in America #Baltimore #BaltimoreUprising #BaltimoreRiots #BlackOnBlackPolicies http://t.co/0cQO87SyaE"
"1667",0,"RT @FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/pPhzZcWNtB"
"1668",-1,"RT @UnToldCarlisle: Baltimore Jews join #FreddieGray protests #BaltimoreUprising  http://t.co/c2jNkwUYq0 http://t.co/d3aQTcVuQR"
"1669",0,"RT @ThePatriot143: Only in America #Baltimore #BaltimoreUprising #BaltimoreRiots #BlackOnBlackPolicies http://t.co/0cQO87SyaE"
"1670",0,"RT @FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/pPhzZcWNtB"
"1671",0,"RT @FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/pPhzZcWNtB"
"1672",0,"RT @FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/pPhzZcWNtB"
"1673",0,"RT @iglvzx: Delete your account, @FOP3. #BlackLivesMatter #BaltimoreUprising https://t.co/5MIAFuRsUA http://t.co/gighi2Jwzf"
"1674",-2,"RT @SpeedontheBeat: @DKAKAWayneWatts - #BaltimoreUprising: Nothing to say on this one, just let this shit bump. http://t.co/sWlrPaqCIj"
"1675",0,"#BaltimoreUprising remember that the cops are employed by a govthat still uses #DepleatedUranium munitions in its #collateraldamage"
"1676",-1,"RT @AudioviSol15M: Breaking: @GlobalRevLive account has been locked by @Twitter For Security Purposes
#BaltimoreUprising #censorship http:/…"
"1677",2,"We express our solidarity http://t.co/X9pdZNb7T2 Muslim individuals &amp; organizations offer support for #BlackLivesMatter &amp; #BaltimoreUprising"
"1678",0,"RT @benjancewicz: I just told 3 people on Facebook to add me on twitter to get up to speed on #BaltimoreUprising.  https://t.co/4T2N5IwKks"
"1679",0,"RT @TheFinalCall: New Edition! A Step Toward Justice http://t.co/mkdP5Js4op #BaltimoreUprising #MarilynMosby http://t.co/GpdIzrn7Jw"
"1680",0,"RT @TheRoot: #LorettaLynch to be in Baltimore for official meetings following #BaltimoreUprising http://t.co/REJ9O2E9Jy http://t.co/JP8J27h…"
"1681",1,"#BaltimoreUprising 
protestors: *non violent rally*
balti pd: better ready that gun to shoot another black guy who runs away

bITCH SIT DOWN"
"1682",0,"RT @jamalhbryant: RT @ozchrisrock: The curfew didn't begin at 10pm, it began in 1619. #BaltimoreUprising"
"1683",0,"RT @MikeWJZ: Pic: From an Instagrammer ""Kang"" Yesterday's non-shooting at Penn&amp;North @cbsbaltimore #FreddieGray #BaltimoreUprising http://t…"
"1684",0,"From Bill Henry: #BaltimoreUprising  https://t.co/j4BV4l2fLJ"
"1685",-1,"#BaltimoreUprising #baltimore  although cops were charged 4 felony bail set 250 k to 350 k Black youth for breaking car windows 500 k bail"
"1686",0,"RT @FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/pPhzZcWNtB"
"1687",0,"RT @manda_writes: I don't think I followed the script when #cnn interviewed me about my photo  #baltimore #BaltimoreUprising http://t.co/4h…"
"1688",0,"RT @TheRoot: #LorettaLynch to be in Baltimore for official meetings following #BaltimoreUprising http://t.co/REJ9O2E9Jy http://t.co/JP8J27h…"
"1689",1,"RT @KeeganNYC: Now: We ask bystanders to raise a fist in solidarity w/the #BaltimoreUprising &amp; #FreddieGray. Grand Central, NYC. http://t.c…"
"1690",0,"RT @FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/pPhzZcWNtB"
"1691",0,"RT @FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/pPhzZcWNtB"
"1692",0,"RT @FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/pPhzZcWNtB"
"1693",-1,"RT @_ThehOOdRept_: The hate hasn't changed much. #BaltimoreUprising #FreddieGray #KendrickJohnson #TrayvonMartin #MikeBrown #EricGarner htt…"
"1694",2,"RT @KeeganNYC: Even w/Obama in town, NYPD assigns helicopter to hover over 25 peaceful protester in solidarity w/#BaltimoreUprising
https:/…"
"1695",0,"RT @samswey: Things have gotten so bad we trust @FoxNews more than the Baltimore Police Department. #BaltimoreUprising"
"1696",0,"RT @truthout: Don't Call It a Curfew: Martial Law in the United States http://t.co/9Shkoggmd9 @Sheeyahshee #BaltimoreUprising"
"1697",0,"RT @DagnyRed: #BaltimoreUprising #BlackLivesMatter wake up! ILLEGALS taking YOUR jobs thanks to her/ BHO!!! https://t.co/59S0xspkJz"
"1698",-1,"RT @nhbaptiste: As the CVS burned, no one asked why there was no grocery store in the neighborhood. @Sifill_LDF #AH15 #BaltimoreUprising"
"1699",0,"RT @TheFinalCall: New Edition! A Step Toward Justice http://t.co/mkdP5Js4op #BaltimoreUprising #MarilynMosby http://t.co/GpdIzrn7Jw"
"1700",0,"RT @truthout: Don't Call It a Curfew: Martial Law in the United States http://t.co/9Shkoggmd9 @Sheeyahshee #BaltimoreUprising"
"1701",-1,"RT @AudioviSol15M: Breaking: @GlobalRevLive account has been locked by @Twitter For Security Purposes
#BaltimoreUprising #censorship http:/…"
"1702",-1,"Hay #Baltimore, if you see @deary tell him Dick says hi.

#BaltimoreUprising #BlueLivesMatter #FERGTARDS #Ferguson http://t.co/8YDGNmIFHo"
"1703",0,"RT @deray: Watch the @BaltimorePolice assault this peaceful protestor last night. He left on a stretcher. #BaltimoreUprising http://t.co/6b…"
"1704",-1,"Negative View of U.S. Race Relations Grows, Poll Finds http://t.co/JN3ywxULCh #BlackSpring #BaltimoreUprising"
"1705",0,"RT @FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/pPhzZcWNtB"
"1706",1,"RT @Bipartisanism: This patriot ripped into #FoxNews and @GeraldoRivera live on national television. Bravo. #BaltimoreUprising http://t.co/…"
"1707",1,"RT @BmoreDoc: 25 Victor Hugo once wrote: 'Nothing is more powerful than an idea whose time has come.' #BaltimoreUprising [drops mic]"
"1708",-1,"RT @UnToldCarlisle: Baltimore Jews join #FreddieGray protests #BaltimoreUprising  http://t.co/c2jNkwUYq0 http://t.co/d3aQTcVuQR"
"1709",-1,"Poll: Multiple Causes Seen for #Baltimore Unrest http://t.co/RkWRoEdMUd #BlackSpring #BaltimoreUprising"
"1710",-1,"RT @_ThehOOdRept_: The hate hasn't changed much. #BaltimoreUprising #FreddieGray #KendrickJohnson #TrayvonMartin #MikeBrown #EricGarner htt…"
"1711",0,"RT @FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/pPhzZcWNtB"
"1712",2,"@HillaryClinton Great job ""helping"" those families in Baltimore these last 50+ years, Democrats. 
#BaltimoreUprising #UniteBlue"
"1713",0,"#BaltimoreUprising #BlackLivesMatter wake up! ILLEGALS taking YOUR jobs thanks to her/ BHO!!! https://t.co/59S0xspkJz"
"1714",0,"RT @truthout: Don't Call It a Curfew: Martial Law in the United States http://t.co/9Shkoggmd9 @Sheeyahshee #BaltimoreUprising"
"1715",0,"RT @deray: Watch the @BaltimorePolice assault this peaceful protestor last night. He left on a stretcher. #BaltimoreUprising http://t.co/6b…"
"1716",0,"RT @FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/pPhzZcWNtB"
"1717",0,"RT @FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/pPhzZcWNtB"
"1718",1,"https://t.co/z1M5JpzyPK #Baltimore #Riots #BaltimoreUprising #BaltimoreRiots #Illuminati #Government"
"1719",0,"RT @FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/pPhzZcWNtB"
"1720",-1,"RT @UnToldCarlisle: Baltimore Jews join #FreddieGray protests #BaltimoreUprising  http://t.co/c2jNkwUYq0 http://t.co/d3aQTcVuQR"
"1721",-1,"""Institutional #racism by the numbers"" #baltimoreuprising http://t.co/hKPOpcEWCA"
"1722",0,"RT @bennydiego: Balti-More #BaltimoreUprising #Baltimore http://t.co/DJq55zlgdP"
"1723",0,"RT @FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/pPhzZcWNtB"
"1724",0,"RT @TheRoot: #LorettaLynch to be in Baltimore for official meetings following #BaltimoreUprising http://t.co/REJ9O2E9Jy http://t.co/JP8J27h…"
"1725",0,"RT @FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/pPhzZcWNtB"
"1726",0,"RT @FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/pPhzZcWNtB"
"1727",0,"RT @FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/pPhzZcWNtB"
"1728",-1,"RT @_ThehOOdRept_: The hate hasn't changed much. #BaltimoreUprising #FreddieGray #KendrickJohnson #TrayvonMartin #MikeBrown #EricGarner htt…"
"1729",0,"RT @jusPlainNish: ""@FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/7sLpaBGs1f"" &lt;----- This Is E…"
"1730",1,"RT @pjvalerie: Solidarity from Argentina #BaltimoreUprising #JusticeForFreddieGray @NewsRevo @GloriaGrinberg 
http://t.co/knnwA2uAak http:/…"
"1731",1,"RT @bassem_masri: Takes smile for the camera to a different level... #BaltimoreUprising http://t.co/tKlyylp37e"
"1732",1,"RT @Bipartisanism: This patriot ripped into #FoxNews and @GeraldoRivera live on national television. Bravo. #BaltimoreUprising http://t.co/…"
"1733",0,"RT @FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/pPhzZcWNtB"
"1734",-3,"RT @JayTwista360: #TamirRice's body hasn't been buried yet....that is despicable and disrespectful to the dead! #BaltimoreUprising http://t…"
"1735",0,"RT @jacquelineetmar: 10 Things All White Folks Need to Consider about the #BaltimoreUprising #Ethics&amp;Values http://t.co/hxl9uJzdva"
"1736",-1,"RT @_ThehOOdRept_: The hate hasn't changed much. #BaltimoreUprising #FreddieGray #KendrickJohnson #TrayvonMartin #MikeBrown #EricGarner htt…"
"1737",0,"RT @FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/pPhzZcWNtB"
"1738",0,"RT @FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/pPhzZcWNtB"
"1739",-1,"RT @YoungBLKRepub: These are examples of ""uprising"" #BaltimoreUprising http://t.co/Sa3cJd32tV"
"1740",-1,"RT @senpailarry: #BaltimoreUprising #BaltimoreRiots saying im disgusted at this pic is an understatment http://t.co/v5iHDAPcDV"
"1741",-1,"RT @RealAlexJones: VIDEO: ""Racist"" Facts White People Daren't Talk About - https://t.co/G2DghwMBJF #BaltimoreUprising"
"1742",0,"RT @samswey: Things have gotten so bad we trust @FoxNews more than the Baltimore Police Department. #BaltimoreUprising"
"1743",-1,"RT @RealAlexJones: VIDEO: ""Racist"" Facts White People Daren't Talk About - https://t.co/G2DghwMBJF #BaltimoreUprising"
"1744",-1,"RT @RealAlexJones: VIDEO: ""Racist"" Facts White People Daren't Talk About - https://t.co/G2DghwMBJF #BaltimoreUprising"
"1745",-1,"RT @_ThehOOdRept_: The hate hasn't changed much. #BaltimoreUprising #FreddieGray #KendrickJohnson #TrayvonMartin #MikeBrown #EricGarner htt…"
"1746",-1,"Posts Fake Baltimore Riot Photo That’s Actually From Venezuela
http://t.co/ILu5QsolrG #BaltimoreUprising http://t.co/gevetV54s2"
"1747",1,"RT @Jobstown12345: WELCOME TO THE REVOLUTION... MUSIC LINK----&gt; http://t.co/JSMOINb401 #BaltimoreUprising #BlackLivesMatter #BlackTwitter #…"
"1748",0,"RT @jmgpix: One of the saddest #FreddieGray photos I've taken. http://t.co/SWAPxrS2fS #BaltimoreUprising #Baltimore http://t.co/0r42uY9O9S"
"1749",0,"RT @FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/pPhzZcWNtB"
"1750",1,"Worth a read: ""10 Things All White Folks Need to Consider about the #BaltimoreUprising"" http://t.co/XrhmHpVRsN via @evrydayfeminism"
"1751",0,"RT @genophilia: Blacks, 13% of US population, commit 59% of murders. #Baltimore #Ferguson #FreddieGray #BaltimoreUprising http://t.co/koh7d…"
"1752",0,"RT @FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/pPhzZcWNtB"
"1753",0,"RT @johnericbuckley: #BaltimoreUprising #Baltimore http://t.co/zBiOh7jN9z"
"1754",0,"RT @Kaidinn: Help the Family of Allen Bullock post bail  https://t.co/oqlsD3km5w  #BaltimoreUprising"
"1755",0,"RT @moovieman: #BaltimoreUprising  Check out ""Help the Family of #AllenBullock post bail"" on Indiegogo http://t.co/5vKlHEzQUn"
"1756",0,"RT @FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/pPhzZcWNtB"
"1757",0,"#BaltimoreUprising #BlackLivesMatter No day would be complete without the daily reminder that: http://t.co/qkZdQJyUaJ"
"1758",0,"RT @johnericbuckley: #BaltimoreUprising #Baltimore http://t.co/zBiOh7jN9z"
"1759",0,"RT @FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/pPhzZcWNtB"
"1760",0,"RT @truthout: Don't Call It a Curfew: Martial Law in the United States http://t.co/9Shkoggmd9 @Sheeyahshee #BaltimoreUprising"
"1761",-1,"i do not believe that #BaltimoreUprising is more harmful than silence or that you must be against riot victims to be part of this movement."
"1762",0,"RT @truthout: Don't Call It a Curfew: Martial Law in the United States http://t.co/9Shkoggmd9 @Sheeyahshee #BaltimoreUprising"
"1763",-1,"RT @RealAlexJones: VIDEO: ""Racist"" Facts White People Daren't Talk About - https://t.co/G2DghwMBJF #BaltimoreUprising"
"1764",0,"RT @thereaIbanksy: Watch the @BaltimorePolice assault this peaceful protestor last night. He left on a stretcher. #BaltimoreUprising http:/…"
"1765",2,"RT @people: See @Beyonce's powerful social media posts in support of #BaltimoreUprising http://t.co/GyV6ycs3xl http://t.co/KVsrI5d21y"
"1766",0,"Black communty after Mosby charged cops: ""At church on Sunday, there was Jesus, the Obamas and there was #MarilynMosby.""  #Baltimoreuprising"
"1767",0,"RT @lwtsweater: #BaltimoreRiots #BaltimoreUprising before you call them ""thugs"" http://t.co/ceQYLaiXZM"
"1768",0,"Petition: Amnesty for all those arrested demanding justice for #FreddieGray! #Amnesty4Baltimore http://t.co/h4zhweULpW #BaltimoreUprising"
"1769",0,"GoodMenProject: 10 Things All White Folks Need to Consider about the #BaltimoreUprising - http://t.co/jbhwC8H8qn by EvrydayFeminism"
"1770",0,"RT @FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/pPhzZcWNtB"
"1771",2,"RT @LatestAnonNews: NYPD came and tried to run over protesters peaceful #BaltimoreUprising solidarity demo last night. http://t.co/imwdK7ST…"
"1772",0,"RT @TheFinalCall: New Edition! A Step Toward Justice http://t.co/mkdP5Js4op #BaltimoreUprising #MarilynMosby http://t.co/GpdIzrn7Jw"
"1773",1,"RT @pjvalerie: Solidarity from Argentina #BaltimoreUprising #JusticeForFreddieGray @NewsRevo @GloriaGrinberg 
http://t.co/knnwA2uAak http:/…"
"1774",0,"RT @GoodMenProject: 10 Things All White Folks Need to Consider about the #BaltimoreUprising - http://t.co/RJkE1kqIfr by @EvrydayFeminism"
"1775",2,"I have not seen one black celebrity speak about the baltimore riots, no they r busy looking glamorous at the gala awards #BaltimoreUprising"
"1776",0,"RT @FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/pPhzZcWNtB"
"1777",0,"RT @FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/pPhzZcWNtB"
"1778",0,"RT @rompe_teclas: Abu Grhaib Style #BaltimoreUprising  #AlwaysPigs @WorkerTF @pjvalerie @juanagallardo1 @GloriaGrinberg  https://t.co/qwG2q…"
"1779",0,"RT @benjancewicz: These are not riots. #BaltimoreUprising http://t.co/QYt9kRm8Pc"
"1780",-1,"RT @RealAlexJones: VIDEO: ""Racist"" Facts White People Daren't Talk About - https://t.co/G2DghwMBJF #BaltimoreUprising"
"1781",-1,"RT @_ThehOOdRept_: The hate hasn't changed much. #BaltimoreUprising #FreddieGray #KendrickJohnson #TrayvonMartin #MikeBrown #EricGarner htt…"
"1782",0,"RT @seoservicing: RT #BaltimoreRiots #BaltimoreUprising #BlackLivesMatter http://t.co/mNtTCpLAjI RT"
"1783",1,"More specifically, #BaltimoreUprising is result of a model of white supremacy which treats the Black community as lesser-than &amp; 2nd-class."
"1784",0,"RT @thereaIbanksy: Watch the @BaltimorePolice assault this peaceful protestor last night. He left on a stretcher. #BaltimoreUprising http:/…"
"1785",0,"RT @deray: Watch the @BaltimorePolice assault this peaceful protestor last night. He left on a stretcher. #BaltimoreUprising http://t.co/6b…"
"1786",0,"happy cinco

may the excessive force not be with you 

#HappyCincodeMayo #BaltimoreUprising"
"1787",-1,"@RealAlexJones: VIDEO: ""Racist"" Facts White People Daren't Talk About - https://t.co/8mU8G25V7S/s/5GiW #BaltimoreUprising"
"1788",0,"RT @FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/pPhzZcWNtB"
"1789",0,"RT @FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/pPhzZcWNtB"
"1790",0,"RT @truthout: Don't Call It a Curfew: Martial Law in the United States http://t.co/9Shkoggmd9 @Sheeyahshee #BaltimoreUprising"
"1791",-1,"#BaltimoreUprising #BaltimoreRiots saying im disgusted at this pic is an understatment http://t.co/v5iHDAPcDV"
"1792",0,"RT @ThePatriot143: Only in America #Baltimore #BaltimoreUprising #BaltimoreRiots #BlackOnBlackPolicies http://t.co/0cQO87SyaE"
"1793",0,"RT @FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/pPhzZcWNtB"
"1794",0,"RT @truthout: Don't Call It a Curfew: Martial Law in the United States http://t.co/9Shkoggmd9 @Sheeyahshee #BaltimoreUprising"
"1795",-1,"RT @RealAlexJones: VIDEO: ""Racist"" Facts White People Daren't Talk About - https://t.co/G2DghwMBJF #BaltimoreUprising"
"1796",-1,"RT @RealAlexJones: VIDEO: ""Racist"" Facts White People Daren't Talk About - https://t.co/G2DghwMBJF #BaltimoreUprising"
"1797",-3,"#BaltimoreUprising isn't about #FreddieGray. it's about an oppressive, unjust system of inequality. Change that, and that's #Justice4ALL"
"1798",0,"RT @GoodMenProject: 10 Things All White Folks Need to Consider about the #BaltimoreUprising - http://t.co/RJkE1kqIfr by @EvrydayFeminism"
"1799",-1,"RT @RealAlexJones: VIDEO: ""Racist"" Facts White People Daren't Talk About - https://t.co/G2DghwMBJF #BaltimoreUprising"
"1800",0,"RT @TheFinalCall: New Edition! A Step Toward Justice http://t.co/mkdP5Js4op #BaltimoreUprising #MarilynMosby http://t.co/GpdIzrn7Jw"
"1801",-1,"RT @RealAlexJones: VIDEO: ""Racist"" Facts White People Daren't Talk About - https://t.co/G2DghwMBJF #BaltimoreUprising"
"1802",0,"RT @TheFinalCall: New Edition! A Step Toward Justice http://t.co/mkdP5Js4op #BaltimoreUprising #MarilynMosby http://t.co/GpdIzrn7Jw"
"1803",-1,"RT @RealAlexJones: VIDEO: ""Racist"" Facts White People Daren't Talk About - https://t.co/G2DghwMBJF #BaltimoreUprising"
"1804",2,"RT @selinasorrels: #BaltimoreUprising~

REMEMBER &amp; RESPECT OUR LEADERS... Who Suffered...

[RAISE-THE-BAR= BE WISE] http://t.co/yhAYVwh5LD"
"1805",-1,"RT @RealAlexJones: VIDEO: ""Racist"" Facts White People Daren't Talk About - https://t.co/G2DghwMBJF #BaltimoreUprising"
"1806",0,"RT @FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/pPhzZcWNtB"
"1807",0,"RT @FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/pPhzZcWNtB"
"1808",0,"Check out @kkirch92 of @AURoosevelt on @WKOK1070 earlier today on #BaltimoreUprising &amp; #BlackLivesMatter here: http://t.co/VPgGXObT7E"
"1809",-1,"VIDEO: ""Racist"" Facts White People Daren't Talk About - https://t.co/G2DghwMBJF #BaltimoreUprising"
"1810",-1,"RT @AudioviSol15M: Breaking: @GlobalRevLive account has been locked by @Twitter For Security Purposes
#BaltimoreUprising #censorship http:/…"
"1811",0,"RT @deray: I just stumbled across this site, ProofOfHope, which captures powerful moments re: #BaltimoreUprising http://t.co/f65Mw9mzoR"
"1812",0,"RT @kkirch92: My segment talking about being a white ally for the #BlackLivesMatter movement and #BaltimoreUprising on @WKOK1070: http://t.…"
"1813",1,"When we look at the #BaltimoreUprising, this is not random. This is not ""out of the blue"". This is the direct result of white supremacy."
"1814",-2,"RT @AmyMek: Rosa Parks refused 2 give her seat on the bus, she didn't blow it up! #Thugs

#BaltimoreUprising 
#PhillyisBaltimore http://t.c…"
"1815",0,"""Baltimore"" #Wikipedia edit by Berean Hunter #BaltimoreUprising http://t.co/CTXMZM5FYK"
"1816",0,"Prep for pop-up exhibit on MD Jews &amp; social action.Still looking for materials! #BaltimoreUprising #MuseumsRespond http://t.co/QnbOj8orzB"
"1817",-1,"RT @AudioviSol15M: Breaking: @GlobalRevLive account has been locked by @Twitter For Security Purposes
#BaltimoreUprising #censorship http:/…"
