"","score","text"
"442",0,"RT #BaltimoreRiots #BaltimoreUprising #BlackLivesMatter"
"443",0,"#Baltimore #BaltimoreRiots #BaltimoreUprising #BlackLivesMatter"
"444",0,"RT #Baltimore #BaltimoreRiots #BaltimoreUprising #BlackLivesMatter http://t.co/dPOHD7MBGd RT"
"445",0,"RT @manda_writes: Everyone thinks this picture is cute. I took it, and I think it's tragic. #BaltimoreUprising http://t.co/u7s5h1x2n5 http:…"
"446",0,",Spread #BaltimoreRiots #BaltimoreUprising #BlackLivesMatter http://t.co/9d6GICSjCR"
"447",0,"#BaltimoreRiots #BaltimoreUprising #FreddieGray #BlackLivesMatter http://t.co/DOJGr2mnO3"
"448",0,"Please RT #Baltimore #FreddieGray #BaltimoreRiots #BaltimoreUprising #BlackLivesMatter"
"449",0,"Please RT Spread #BaltimoreRiots #BaltimoreUprising #BlackLivesMatter http://t.co/trInIukIGD"
"450",0,"Spread #BaltimoreRiots #BaltimoreUprising #FreddieGray #BlackLivesMatter http://t.co/qmosp4BvYG Please RT #Baltimore"
"451",0,"Spread #BaltimoreRiots #BaltimoreUprising #BlackLivesMatter Please RT #Baltimore #FreddieGray"
"452",0,"#BaltimoreRiots #BaltimoreUprising #BlackLivesMatter http://t.co/dQder0kaLZ #Movement #Baltimore"
"453",0,"#BaltimoreRiots #BaltimoreUprising #BlackLivesMatter Movement #Baltimore #FreddieGray"
"454",0,"#BaltimoreRiots #BaltimoreUprising #BlackLivesMatter Movement #Baltimore"
"455",0,"RT Spread #BaltimoreRiots #BaltimoreUprising #FreddieGray #BlackLivesMatter http://t.co/wJkKaSyoxg"
"456",0,"#BaltimoreRiots #BaltimoreUprising #FreddieGray #BlackLivesMatter http://t.co/gy3htA2xID Please RT #Baltimore"
"457",0,"Please RT #Baltimore #BaltimoreRiots #BaltimoreUprising #BlackLivesMatter"
"458",0,"#BaltimoreRiots #BaltimoreUprising #BlackLivesMatter Movement #Baltimore"
"459",0,"RT @manda_writes: Everyone thinks this picture is cute. I took it, and I think it's tragic. #BaltimoreUprising http://t.co/u7s5h1x2n5 http:…"
"460",0,"RT Spread #BaltimoreRiots #BaltimoreUprising #FreddieGray #BlackLivesMatter http://t.co/XYbeZ7Ezzb"
"461",0,"RT #BaltimoreRiots #BaltimoreUprising #BlackLivesMatter RT"
"462",0,"RT Spread #BaltimoreRiots #BaltimoreUprising #BlackLivesMatter RT"
"463",0,"RT #BaltimoreRiots #BaltimoreUprising #BlackLivesMatter RT"
"464",0,"Spread #BaltimoreRiots #BaltimoreUprising #BlackLivesMatter"
"465",0,"#Baltimore #FreddieGray #BaltimoreRiots #BaltimoreUprising #BlackLivesMatter"
"466",0,"#BaltimoreRiots #BaltimoreUprising #BlackLivesMatter RT"
"467",0,"#BaltimoreRiots #Baltimore #BaltimoreRiots #BaltimoreUprising #BlackLivesMatter"
"468",0,"Please RT #Baltimore #BaltimoreRiots #BaltimoreUprising #BlackLivesMatter http://t.co/WOsFi8h1fj"
"469",1,"RT @righttoprotest: couple of hundred gathered now outside the US embassy in London for solidarity demo with #BaltimoreUprising http://t.co…"
"470",0,"#BaltimoreRiots #BaltimoreUprising #BlackLivesMatter http://t.co/Wc7EKKdcUR Movement #Baltimore"
"471",0,"Please RT #Baltimore #BaltimoreRiots #BaltimoreUprising #BlackLivesMatter http://t.co/XK7z8AXN0k"
"472",0,"RT @manda_writes: Everyone thinks this picture is cute. I took it, and I think it's tragic. #BaltimoreUprising http://t.co/u7s5h1x2n5 http:…"
"473",0,"#blackamerica #BaltimoreUprising #Baltimore #Atlanta #Chicago #Cleveland #LosAngeles #Stl … http://t.co/cAipbAk464 http://t.co/WJtzwyTq95"
"474",0,"Please RT #Baltimore #BaltimoreRiots #BaltimoreUprising #BlackLivesMatter"
"475",0,"* #BaltimoreRiots #BaltimoreUprising #BlackLivesMatter *"
"476",0,"RT #BaltimoreRiots #BaltimoreUprising #FreddieGray #BlackLivesMatter http://t.co/OCtWI2FeXR RT"
"477",0,"#Baltimore #BaltimoreRiots #BaltimoreUprising #BlackLivesMatter"
"478",0,"#BaltimoreRiots #Baltimore #BaltimoreRiots #BaltimoreUprising #BlackLivesMatter"
"479",0,"RT #BaltimoreRiots #BaltimoreUprising #BlackLivesMatter http://t.co/oE0iCyv6UW RT"
"480",0,"* #BaltimoreRiots #BaltimoreUprising #FreddieGray #BlackLivesMatter http://t.co/JyaDEdzDSa *"
"481",0,"Please RT #Baltimore #BaltimoreRiots #BaltimoreUprising #FreddieGray #BlackLivesMatter http://t.co/7CcsxnxVIr"
"482",0,"RT @manda_writes: Everyone thinks this picture is cute. I took it, and I think it's tragic. #BaltimoreUprising http://t.co/u7s5h1x2n5 http:…"
"483",0,"RT @RobinDGKelley: Ruthie Gilmore gets to the heart of the matter. http://t.co/Y14BlOZgMw #MustRead #BaltimoreUprising"
"484",1,"RT @righttoprotest: couple of hundred gathered now outside the US embassy in London for solidarity demo with #BaltimoreUprising http://t.co…"
"485",0,"RT @TheRoot: #LorettaLynch to be in Baltimore for official meetings following #BaltimoreUprising http://t.co/REJ9O2E9Jy http://t.co/JP8J27h…"
"486",0,"RT @manda_writes: Everyone thinks this picture is cute. I took it, and I think it's tragic. #BaltimoreUprising http://t.co/u7s5h1x2n5 http:…"
"487",0,"RT @manda_writes: Everyone thinks this picture is cute. I took it, and I think it's tragic. #BaltimoreUprising http://t.co/u7s5h1x2n5 http:…"
"488",-2,"RT @HahnAmerica: Lets see how much MORE race baiting and hate mongering Obama's newest puppet (Loretta Lynch) can generate in #Baltimore. #…"
"489",1,"RT @righttoprotest: couple of hundred gathered now outside the US embassy in London for solidarity demo with #BaltimoreUprising http://t.co…"
"490",1,"RT @righttoprotest: couple of hundred gathered now outside the US embassy in London for solidarity demo with #BaltimoreUprising http://t.co…"
"491",1,"RT @righttoprotest: couple of hundred gathered now outside the US embassy in London for solidarity demo with #BaltimoreUprising http://t.co…"
"492",0,"RT @TheRoot: #LorettaLynch to be in Baltimore for official meetings following #BaltimoreUprising http://t.co/REJ9O2E9Jy http://t.co/JP8J27h…"
"493",0,"RT @manda_writes: Everyone thinks this picture is cute. I took it, and I think it's tragic. #BaltimoreUprising http://t.co/u7s5h1x2n5 http:…"
"494",-2,"RT @Bipartisanism: #RandPaul blames the #BaltimoreUprising on poor parenting. The same Rand Paul who's son was just arrested for assault ht…"
"495",0,"RT @manda_writes: Everyone thinks this picture is cute. I took it, and I think it's tragic. #BaltimoreUprising http://t.co/u7s5h1x2n5 http:…"
"496",-1,"RT @NewsRevo: Journalism is a Crime - Arrested for Documenting Curfew Enforcement - http://t.co/XvttywM7sv #Baltimore #BaltimoreUprising  #…"
"497",0,"This was bound to happen. #blaclivesmatter #BaltimoreUprising #ferguson #TamirRice #RekiaBoyd  https://t.co/T0PP0iirJD"
"498",-2,"""Returning violence for violence multiplies violence, adding deeper darkness to a night already devoid of stars."" - MLK

#BaltimoreUprising"
"499",0,"RT @brotherabdul: So much talk about #Thugs. Just wanted to take a minute to point out some #RealThugs. #BaltimoreUprising #FreddieGray htt…"
"500",1,"RT @Bipartisanism: This patriot ripped into #FoxNews and @GeraldoRivera live on national television. Bravo. #BaltimoreUprising http://t.co/…"
"501",-1,"RT @RealAlexJones: VIDEO: ""Racist"" Facts White People Daren't Talk About - https://t.co/G2DghwMBJF #BaltimoreUprising"
"502",1,"RT @bassem_masri: Takes smile for the camera to a different level... #BaltimoreUprising http://t.co/tKlyylp37e"
"503",0,"RT @dahboo7: #BALTIMORE #ANONYMOUS LOVE - THE MSM IS LYING TO YOU #BaltimoreUprising #AnonFamily #DAHBOO7 #Killuminati  http://t.co/0Y0TQnT…"
"504",0,"RT @deray: Watch the @BaltimorePolice assault this peaceful protestor last night. He left on a stretcher. #BaltimoreUprising http://t.co/6b…"
"505",0,"Photos of #BaltimoreUprising http://t.co/xIkJrLkxOt link sbared via- @deray"
"506",0,"RT @TheRoot: #LorettaLynch to be in Baltimore for official meetings following #BaltimoreUprising http://t.co/REJ9O2E9Jy http://t.co/JP8J27h…"
"507",0,"RT @dahboo7: #BUSTED: #Baltimore Police Caught Choking Woman As She Screams for Help
https://t.co/hQteUxGO8w #BaltimoreUprising http://t.co…"
"508",0,"RT @FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/pPhzZcWNtB"
"509",0,"RT @KeeganNYC: If you think this looks like increased safety, you might be a fascist. #BaltimoreCurfew #BaltimoreUprising http://t.co/u6xqA…"
"510",1,"RT @righttoprotest: couple of hundred gathered now outside the US embassy in London for solidarity demo with #BaltimoreUprising http://t.co…"
"511",0,"#baltimoreuprising #blacklivesmatter 'We want justice for all, not just justice for the fe… http://t.co/N3NJyXhMtA http://t.co/pPMi6e2pO0"
"512",1,"RT @righttoprotest: couple of hundred gathered now outside the US embassy in London for solidarity demo with #BaltimoreUprising http://t.co…"
"513",0,"RT @manda_writes: Everyone thinks this picture is cute. I took it, and I think it's tragic. #BaltimoreUprising http://t.co/u7s5h1x2n5 http:…"
"514",1,"RT @righttoprotest: couple of hundred gathered now outside the US embassy in London for solidarity demo with #BaltimoreUprising http://t.co…"
"515",1,"200 people gathered NOW outside the US embassy in #London for solidarity with #BaltimoreUprising #FreddieGray http://t.co/URqiPD3g2S"
"516",-1,"""My Racist Liberal High School"" by Alison D Garcia http://t.co/BmknjIg8a4 #BaltimoreUprising #WhitePrivilege #Microaggressions #SSChat"
"517",0,"RT @manda_writes: Everyone thinks this picture is cute. I took it, and I think it's tragic. #BaltimoreUprising http://t.co/u7s5h1x2n5 http:…"
"518",0,"RT @RobinDGKelley: Ruthie Gilmore gets to the heart of the matter. http://t.co/Y14BlOZgMw #MustRead #BaltimoreUprising"
"519",1,"RT @righttoprotest: couple of hundred gathered now outside the US embassy in London for solidarity demo with #BaltimoreUprising http://t.co…"
"520",0,"RT @RobinDGKelley: Ruthie Gilmore gets to the heart of the matter. http://t.co/Y14BlOZgMw #MustRead #BaltimoreUprising"
"521",0,"RT @thereaIbanksy: Watch the @BaltimorePolice assault this peaceful protestor last night. He left on a stretcher. #BaltimoreUprising http:/…"
"522",0,"RT @Manstagram_: The media will only show you what they want to show you.
#BaltimoreUprising #BaltimoreRiots http://t.co/EFaf5jcFQV"
"523",0,"PtP: Here's the story you aren't being told about the #BaltimoreUprising. http://t.co/dpMe8vJyj3"
"524",0,"RT @ThePatriot143: Only in America #Baltimore #BaltimoreUprising #BaltimoreRiots #BlackOnBlackPolicies http://t.co/0cQO87SyaE"
"525",-1,"Some people say violence doesn't solve anything &amp; it may not. But it sure as hell get your goddamn point across. #BaltimoreUprising"
"526",0,"RT @RobinDGKelley: Ruthie Gilmore gets to the heart of the matter. http://t.co/Y14BlOZgMw #MustRead #BaltimoreUprising"
"527",-1,"RT @NewsRevo: Journalism is a Crime - Arrested for Documenting Curfew Enforcement - http://t.co/XvttywM7sv #Baltimore #BaltimoreUprising  #…"
"528",0,"RT @TheFinalCall: New Edition! A Step Toward Justice http://t.co/mkdP5Js4op #BaltimoreUprising #MarilynMosby http://t.co/GpdIzrn7Jw"
"529",2,"@Bipartisanism #BaltimoreUprising Great work! :)"
"530",0,"RT @deray: Watch the @BaltimorePolice assault this peaceful protestor last night. He left on a stretcher. #BaltimoreUprising http://t.co/6b…"
"531",0,"RT @Samantha_Dorsey: #twitterstorians @jewishmuseummd gathering #BaltimoreUprising photographs, objects &amp; stories. Collection POC: Joanna C…"
"532",-1,"RT @NoChillRonda: Stolen from snapchat. But this is everything. #BaltimoreUprising http://t.co/yFGQoOllE3"
"533",-1,"RT @NewsRevo: Journalism is a Crime - Arrested for Documenting Curfew Enforcement - http://t.co/XvttywM7sv #Baltimore #BaltimoreUprising  #…"
"534",0,"RT @RobinDGKelley: Ruthie Gilmore gets to the heart of the matter. http://t.co/Y14BlOZgMw #MustRead #BaltimoreUprising"
"535",0,"RT @deray: Watch the @BaltimorePolice assault this peaceful protestor last night. He left on a stretcher. #BaltimoreUprising http://t.co/6b…"
"536",0,"RT @deray: Watch the @BaltimorePolice assault this peaceful protestor last night. He left on a stretcher. #BaltimoreUprising http://t.co/6b…"
"537",0,"RT @deray: Watch the @BaltimorePolice assault this peaceful protestor last night. He left on a stretcher. #BaltimoreUprising http://t.co/6b…"
"538",1,"So America forgets it's history and act like black ppl started riots?!? Really?  #BaltimoreUprising https://t.co/BWNfUlRwF6"
"539",0,"RT @manda_writes: Everyone thinks this picture is cute. I took it, and I think it's tragic. #BaltimoreUprising http://t.co/u7s5h1x2n5 http:…"
"540",0,"RT @gzino: #BaltimoreRebuilding https://t.co/rfgpzkXFt3 @genero_city speaks to @cblBaltimore a way forward #BaltimoreUprising after #Baltim…"
"541",-1,"RT @NewsRevo: Journalism is a Crime - Arrested for Documenting Curfew Enforcement - http://t.co/XvttywM7sv #Baltimore #BaltimoreUprising  #…"
"542",0,"RT @deray: Watch the @BaltimorePolice assault this peaceful protestor last night. He left on a stretcher. #BaltimoreUprising http://t.co/6b…"
"543",1,"RT @righttoprotest: couple of hundred gathered now outside the US embassy in London for solidarity demo with #BaltimoreUprising http://t.co…"
"544",1,"RT @righttoprotest: couple of hundred gathered now outside the US embassy in London for solidarity demo with #BaltimoreUprising http://t.co…"
"545",0,"RT @manda_writes: Everyone thinks this picture is cute. I took it, and I think it's tragic. #BaltimoreUprising http://t.co/u7s5h1x2n5 http:…"
"546",1,"RT @righttoprotest: couple of hundred gathered now outside the US embassy in London for solidarity demo with #BaltimoreUprising http://t.co…"
"547",0,"RT @deray: Watch the @BaltimorePolice assault this peaceful protestor last night. He left on a stretcher. #BaltimoreUprising http://t.co/6b…"
"548",0,"RT @RobinDGKelley: Ruthie Gilmore gets to the heart of the matter. http://t.co/Y14BlOZgMw #MustRead #BaltimoreUprising"
"549",0,"Here's the official version of my #CNN interview. I think I kept it 100. #BaltimoreUprising #Baltimore https://t.co/6thXPGnGcr"
"550",0,"#baltimoreuprising https://t.co/VRTQNxO41V"
"551",1,"In NYC: @NorthStarFund w/ #BlackLivesMatter EVENT
Sat, May 9, - 12PM - 6PM
""#LetUsBreathe"" FREE 
https://t.co/mbFkZk80ul #BaltimoreUprising"
"552",0,"RT @manda_writes: Everyone thinks this picture is cute. I took it, and I think it's tragic. #BaltimoreUprising http://t.co/u7s5h1x2n5 http:…"
"553",0,"RT @manda_writes: Everyone thinks this picture is cute. I took it, and I think it's tragic. #BaltimoreUprising http://t.co/u7s5h1x2n5 http:…"
"554",-1,".@AC360 Seen this? Maryland FOP don't want laws that criminalize brutality. https://t.co/VNWcdFN6r7 #PoliceUnderFire #FOP #BaltimoreUprising"
"555",0,"How Peaceful Protest becomes Riot: http://t.co/suqiPwfZ0q #Baltimore #BaltimoreUprising #OneBaltimore #FreddieGray http://t.co/wXc2zlxzBG"
"556",0,"RT @RobinDGKelley: Ruthie Gilmore gets to the heart of the matter. http://t.co/Y14BlOZgMw #MustRead #BaltimoreUprising"
"557",0,"RT @manda_writes: Everyone thinks this picture is cute. I took it, and I think it's tragic. #BaltimoreUprising http://t.co/u7s5h1x2n5 http:…"
"558",0,"RT @manda_writes: Everyone thinks this picture is cute. I took it, and I think it's tragic. #BaltimoreUprising http://t.co/u7s5h1x2n5 http:…"
"559",1,"Interesting juxtaposition. RT @FreedomForPS: Holy shit… #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/WwnWSNad4N"
"560",-1,"@FOP3 this video was taken during the unrest. It speaks for itself. http://t.co/gznyED0TRH #FreddieGray #BaltimoreUprising"
"561",0,"RT @manda_writes: Everyone thinks this picture is cute. I took it, and I think it's tragic. #BaltimoreUprising http://t.co/u7s5h1x2n5 http:…"
"562",-1,"RT @NewsRevo: Journalism is a Crime - Arrested for Documenting Curfew Enforcement - http://t.co/XvttywM7sv #Baltimore #BaltimoreUprising  #…"
"563",0,"RT @manda_writes: Everyone thinks this picture is cute. I took it, and I think it's tragic. #BaltimoreUprising http://t.co/u7s5h1x2n5 http:…"
"564",-1,"RT @NewsRevo: Journalism is a Crime - Arrested for Documenting Curfew Enforcement - http://t.co/XvttywM7sv #Baltimore #BaltimoreUprising  #…"
"565",0,"RT @manda_writes: Everyone thinks this picture is cute. I took it, and I think it's tragic. #BaltimoreUprising http://t.co/u7s5h1x2n5 http:…"
"566",0,"@amconmag 

Must have been infiltrating Tea Party members in blackface.

#RedNationRising #BalitimoreRiots #BaltimoreUprising"
"567",0,"RT @manda_writes: Everyone thinks this picture is cute. I took it, and I think it's tragic. #BaltimoreUprising http://t.co/u7s5h1x2n5 http:…"
"568",0,"Ruthie Gilmore gets to the heart of the matter. http://t.co/Y14BlOZgMw #MustRead #BaltimoreUprising"
"569",0,"RT @manda_writes: Everyone thinks this picture is cute. I took it, and I think it's tragic. #BaltimoreUprising http://t.co/u7s5h1x2n5 http:…"
"570",0,"RT @FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/pPhzZcWNtB"
"571",-1,"RT @La_Directa: Amb el HT #Blackspring #BaltimoreUprising o #Blacklivesmatter milers de manifestants es van congregar dies després a ciutat…"
"572",0,"In case you were wondering how funky strong is Baltimore's fight. #BaltimoreUprising  https://t.co/o5ER9hn7wZ"
"573",0,"RT @FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/pPhzZcWNtB"
"574",-1,"New single straight drop<ed><U+00A0><U+00BD><ed><U+00B8><U+00A4><ed><U+00A0><U+00BD><ed><U+00B2><U+00AF><ed><U+00A0><U+00BD><ed><U+00B2><U+00AA> go listen to my shit , https://t.co/8lKsEmRdNz ! #MindMadeUpRecords #SoundCloud  #BaltimoreUprising"
"575",0,"RT @jamalhbryant: RT @ozchrisrock: The curfew didn't begin at 10pm, it began in 1619. #BaltimoreUprising"
"576",1,"Sandtown residents: Real work begins when the cameras leave  via @AJAM  http://t.co/GrZMmypoYi #BlackLivesMatter #BaltimoreUprising"
"577",-4,"RT @dengarypoet: beneath Baltimore's blemish 
an old, angry tumor still grows-- 
denial can be deadly 
 
#BaltimoreUprising #BaltimoreRiots…"
"578",0,"RT @irisenchanted: White Silence Kills.
#BaltimoreUprising

p: @hannahjeffrey34
with @Kamm341 http://t.co/nCaUiefHec"
"579",-1,"Journalism is a Crime - Arrested for Documenting Curfew Enforcement - http://t.co/XvttywM7sv #Baltimore #BaltimoreUprising  #WPFD2015"
"580",0,"RT @BmoreBloc: Arriving at Penn Station to meet students from other schools #BaltimoreUprising http://t.co/OFspMr21oM"
"581",0,"RT @FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/pPhzZcWNtB"
"582",0,"Sorry I have to work. #BaltimoreUprising  https://t.co/ESM6ojTjBD"
"583",0,"RT @FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/pPhzZcWNtB"
"584",0,"RT @ktanaka13: #BaltimoreUprising http://t.co/5BLvNwWXhh"
"585",0,"Republican Budget Could Mean $24 Million In Funding Cuts For Police Body Cameras http://t.co/IFAI5J2Dmi #FreddieGray #BaltimoreUprising"
"586",0,""" its easier for me to create a Myth about You.. If I dont Know You"" #BaltimoreUprising #brownbag"
"587",0,"RT @jacquelineetmar: 10 Things All White Folks Need to Consider about the #BaltimoreUprising #Ethics&amp;Values http://t.co/hxl9uJzdva"
"588",0,"just talked 2 a black man who thinks the 6 officers in #BaltimorePolice are innocent nthat rioters r thugs #BaltimoreUprising #FreddieGray"
"589",-4,"#BaltimoreUprising is fighting racist police terrorism and racist economic terrorism all at once. #Justice4Freddie http://t.co/S0FeWLcoNd"
"590",1,"RT @samswey: That moment when white people are torn between trusting @FoxNews and Baltimore Police Department. #BaltimoreUprising"
"591",-1,"RT @AudioviSol15M: Breaking: @GlobalRevLive account has been locked by @Twitter For Security Purposes
#BaltimoreUprising #censorship http:/…"
"592",0,"RT @deray: Watch the @BaltimorePolice assault this peaceful protestor last night. He left on a stretcher. #BaltimoreUprising http://t.co/6b…"
"593",0,"RT @truthout: Don't Call It a Curfew: Martial Law in the United States http://t.co/9Shkoggmd9 @Sheeyahshee #BaltimoreUprising"
"594",0,"RT @irisenchanted: White Silence Kills.
#BaltimoreUprising

p: @hannahjeffrey34
with @Kamm341 http://t.co/nCaUiefHec"
"595",-2,"RT @TheRoot: The #BaltimoreUprising is one incident in the bloody history of police brutality in #Baltimore http://t.co/lq0zQzvgYI http://t…"
"596",0,"Latest Upload!! #BaltimoreUprising: http://t.co/VELgTu8JGX"
"597",-1,"Don't miss @TVOne's townhall on the #BaltimoreUprising tonight. If you're in Baltimore, found out how you can attend 
http://t.co/5tmkTcyA3q"
"598",0,"RT @manda_writes: Everyone thinks this picture is cute. I took it, and I think it's tragic. #BaltimoreUprising http://t.co/u7s5h1x2n5 http:…"
"599",-2,"RT @shereeny: this confrontation with Geraldo Rivera lives up to the hype https://t.co/5HFL0mz1mg #BaltimoreUprising http://t.co/zJuHmrkaIH"
"600",-1,"RT @RealAlexJones: VIDEO: ""Racist"" Facts White People Daren't Talk About - https://t.co/G2DghwMBJF #BaltimoreUprising"
"601",0,"White Silence Kills.
#BaltimoreUprising

p: @hannahjeffrey34
with @Kamm341 http://t.co/nCaUiefHec"
"602",1,"RT @bassem_masri: Takes smile for the camera to a different level... #BaltimoreUprising http://t.co/tKlyylp37e"
"603",-2,"@CouncilmanETC yes, reckless rptg is bad, but  TV also telegraphed #BaltimoreUprising and inspired popular protest movements globally."
"604",0,"RT @thereaIbanksy: Watch the @BaltimorePolice assault this peaceful protestor last night. He left on a stretcher. #BaltimoreUprising http:/…"
"605",0,"Catch @rolandsmartin discuss post #BaltimoreUprising and #LawEnforcement tonight on #NewsOneNow at 9pm ET http://t.co/gD2RmcECT3"
"606",0,"RT @TheRealNews: @OSIBaltimore This Wednesday, The Fire THIS Time: A Town Hall Discussion with #Baltimore Youth. #BaltimoreUprising http://…"
"607",0,"RT @deray: Watch the @BaltimorePolice assault this peaceful protestor last night. He left on a stretcher. #BaltimoreUprising http://t.co/6b…"
"608",0,"RT @bigfreaknasty00: @FoxNews @CNN @infowars @RealAlexJones @Rambobiggs @selinasorrels @msnbc my 12yo son wrote this #BaltimoreUprising htt…"
"609",0,"BOMBSHELL In Baltimore: What The Obama Admin Did That May Have Lit The Fuse For The Riots http://t.co/VxeaNRsb5C #PJNET #BaltimoreUprising"
"610",0,"RT @deray: Watch the @BaltimorePolice assault this peaceful protestor last night. He left on a stretcher. #BaltimoreUprising http://t.co/6b…"
"611",0,"RT @bigfreaknasty00: @FoxNews @CNN @infowars @RealAlexJones @Rambobiggs @selinasorrels @msnbc my 12yo son wrote this #BaltimoreUprising htt…"
"612",1,"RT @righttoprotest: couple of hundred gathered now outside the US embassy in London for solidarity demo with #BaltimoreUprising http://t.co…"
"613",1,"RT @righttoprotest: couple of hundred gathered now outside the US embassy in London for solidarity demo with #BaltimoreUprising http://t.co…"
"614",1,"RT @CCIBoston: "" What does it mean for white people if this movement must be lead by people of color?"" #BaltimoreUprising #brownbag"
"615",0,"RT @FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/pPhzZcWNtB"
"616",-1,"While the Media Focused on ""Looting"" in Baltimore, They Missed the Real Theft  http://t.co/W7MWROhPcM #BaltimoreUprising"
"617",-4,"RT @HotNostrilsrFun: #BaltimoreUprising  it appears you have a violent criminal problem NOT a @BaltimorePolice problem."
"618",-1,"RT @La_Directa: Amb el HT #Blackspring #BaltimoreUprising o #Blacklivesmatter milers de manifestants es van congregar dies després a ciutat…"
"619",0,"RT @GoodMenProject: 10 Things All White Folks Need to Consider about the #BaltimoreUprising - http://t.co/RJkE1kqIfr by @EvrydayFeminism"
"620",0,"RT @deray: Watch the @BaltimorePolice assault this peaceful protestor last night. He left on a stretcher. #BaltimoreUprising http://t.co/6b…"
"621",0,"RT @bigfreaknasty00: @FoxNews @CNN @infowars @RealAlexJones @Rambobiggs @selinasorrels @msnbc my 12yo son wrote this #BaltimoreUprising htt…"
"622",-1,"RT @La_Directa: Amb el HT #Blackspring #BaltimoreUprising o #Blacklivesmatter milers de manifestants es van congregar dies després a ciutat…"
"623",0,"RT @deray: Watch the @BaltimorePolice assault this peaceful protestor last night. He left on a stretcher. #BaltimoreUprising http://t.co/6b…"
"624",-2,"RT @HahnAmerica: Lets see how much MORE race baiting and hate mongering Obama's newest puppet (Loretta Lynch) can generate in #Baltimore. #…"
"625",-1,"Amb el HT #Blackspring #BaltimoreUprising o #Blacklivesmatter milers de manifestants es van congregar dies després a ciutats d'arreu d'EUA"
"626",1,"RT @kidnoble: How about we set a curfew for these officers since they're running around like thugs. @MayorSRB #BaltimoreUprising"
"627",0,"RT @deray: Watch the @BaltimorePolice assault this peaceful protestor last night. He left on a stretcher. #BaltimoreUprising http://t.co/6b…"
"628",0,"RT @TheFinalCall: New Edition! A Step Toward Justice http://t.co/mkdP5Js4op #BaltimoreUprising #MarilynMosby http://t.co/GpdIzrn7Jw"
"629",0,"RT @StiltonJ: The classics never grow old... #BaltimoreUprising http://t.co/mKnLet8zbd"
"630",1,"RT @mdnardone: Riots work. @ciccmaher on #Baltimore #BaltimoreUprising:

http://t.co/h9f0NqMRPo"
"631",0,"RT @deray: Watch the @BaltimorePolice assault this peaceful protestor last night. He left on a stretcher. #BaltimoreUprising http://t.co/6b…"
"632",0,"RT @deray: Watch the @BaltimorePolice assault this peaceful protestor last night. He left on a stretcher. #BaltimoreUprising http://t.co/6b…"
"633",0,"RT @MaybachMusicGrp: TeamRT: icon @Wale visits Baltimore school following riots #BaltimoreRiots #BaltimoreUprising http://t.co/erapAcXHfO h…"
"634",-2,"RT @shereeny: this confrontation with Geraldo Rivera lives up to the hype https://t.co/5HFL0mz1mg #BaltimoreUprising http://t.co/zJuHmrkaIH"
"635",1,"RT @paste_tv: .@shannonmhouston on The #BaltimoreUprising &amp; How TV Dramas Can Make Better ""Race"" Episodes: http://t.co/F9AHfms3dy http://t.…"
"636",3,"RT @rousseau_ist: Friendly Advice:
Choose your new acquaintances on the streets of #Baltimore wisely 
#BaltimoreUprising 

...and be safe"
"637",0,"RT @FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/pPhzZcWNtB"
"638",0,"RT @clevelandgreens: #BaltimoreRiots #BaltimoreUprising #BlackLivesMatter Please RT"
"639",0,"RT @FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/pPhzZcWNtB"
"640",0,"RT @FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/pPhzZcWNtB"
"641",-1,"RT @ShellyAsquith: Hundreds outside the U.S. Embassy in London remembering Freddie Gray &amp; protesting police violence. #BaltimoreUprising ht…"
"642",0,"RT @ThePatriot143: Only in America #Baltimore #BaltimoreUprising #BaltimoreRiots #BlackOnBlackPolicies http://t.co/0cQO87SyaE"
"643",0,"RT @bigfreaknasty00: @FoxNews @CNN @infowars @RealAlexJones @Rambobiggs @selinasorrels @msnbc my 12yo son wrote this #BaltimoreUprising htt…"
"644",-1,"RT @POPSspotSports: ""White Silence Kills"" #FreddieGray #BaltimoreUprising http://t.co/DV1cUNF3uk"
"645",0,"RT @deray: Watch the @BaltimorePolice assault this peaceful protestor last night. He left on a stretcher. #BaltimoreUprising http://t.co/6b…"
"646",-1,"RT @POPSspotSports: ""White Silence Kills"" #FreddieGray #BaltimoreUprising http://t.co/DV1cUNF3uk"
"647",1,"@RobboLaw thanks brother, GREAT JOB! <ed><U+00A0><U+00BD><ed><U+00B1><U+008F> #BaltimoreUprising #BlackOnblackCrime"
"648",0,"""Barack Obama: the biggest Uncle Tom in the history of the west"" #BaltimoreUprising #blacklivesmatter"
